counterfeit_smiles,parent_smiles,rule_name,category,difficulty,similarity_to_parent,edited_atoms,mw,logp,qed,heavy_atoms,citation
Cc1ccc(OCCOP(=O)(O)O)c2c1CCC2,Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2,mmp0039_RCCO_to_RCCOPeqOOO,bioisostere,obvious,0.448,4 5 6 7,272.24,1.97,0.633,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1ccc(OCC(O)C(C)NC(C)C)c(CO)c1C,Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2,mmp0097_RC_to_RO,bioisostere,subtle,0.508,0 1 7,281.4,1.92,0.714,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCSc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1OCO2,CC(CN(C)C)CN1c2ccccc2OCOc2ccc(Cl)cc21,mmp0089_RCl_to_RSCC,bioisostere,moderate,0.68,1 2 3,372.53,4.86,0.674,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(CN(C)CCOCCO)CN1c2ccccc2OCOc2ccc(Cl)cc21,CC(CN(C)C)CN1c2ccccc2OCOc2ccc(Cl)cc21,mmp0026_RC_to_RCCOCCO,bioisostere,obvious,0.675,2 3 4 5 6,420.94,3.78,0.623,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=CCCN1c2ccccc2OCOc2ccc(Cl)cc21,CC(CN(C)C)CN1c2ccccc2OCOc2ccc(Cl)cc21,mmp0019_RC_to_RCCeqC,bioisostere,moderate,0.539,3,301.77,4.78,0.761,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCO)c3ccccc23)cc1,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,mmp0014_RCC_to_RCCO,bioisostere,subtle,0.735,3,458.56,5.65,0.349,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN(CCOC(C)=O)CCOc1ccc(NC(=O)Nc2cc(C(C)(C)C)nn2-c2ccc(C)cc2)c2ccccc12,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,mmp0094_RCO_to_RCOCCeqO,bioisostere,moderate,0.632,0 1 2 3 4 5 6 8 10,571.72,6.54,0.199,42,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN(CO)CCO)c3ccccc23)cc1,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,mmp0097_RC_to_RO,bioisostere,subtle,0.661,0 1 2 4 6 8,531.66,4.9,0.217,39,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCNCCOCCCOCC(=O)O)c3ccccc23)cc1,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,mmp0078_RC_to_RCCOCCeqOO,bioisostere,obvious,0.6,0 1 2 3 4 5 6 7 8 9 10 11,617.75,5.75,0.117,45,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COCCN(CCO)CCOc1ccc(NC(=O)Nc2cc(C(C)(C)C)nn2-c2ccc(C)cc2)c2ccccc12,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,mmp0015_RC_to_RCCO,bioisostere,moderate,0.652,0 1 2 3 5 7 9 11,559.71,5.59,0.209,41,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COn1nc(-c2cccc(Cl)c2Cl)c(N)nc1=N,CC(C)n1nc(-c2cccc(Cl)c2Cl)c(N)nc1=N,mmp0064_RC_to_ROC,bioisostere,subtle,0.587,1 2,286.12,1.37,0.872,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC[C@H]1C(=O)Nc2ccc(F)cc2N1C(=O)SC,CC[C@H]1C(=O)Nc2ccc(F)cc2N1C(=O)OC(C)C,mmp0085_ROC_to_RSC,bioisostere,subtle,0.621,1 2,268.31,2.85,0.852,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=P(O)(O)Oc1ccc(CCOCC2CC2)cc1,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1.Cl,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.457,2 3 4 5,272.24,2.13,0.587,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(CCOCC(=O)O)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1.Cl,mmp0078_RC_to_RCCOCCeqOO,bioisostere,obvious,0.658,2 3 4 5 6 7,395.5,1.86,0.368,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)NC[C@@H](COc1ccc(CCOCC2CC2)cc1)OP(=O)(O)O,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1.Cl,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.627,2 3 4 5,387.41,2.51,0.353,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@]1(CCCCO)OCCc2c1[nH]c1ccc(F)cc21,CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3cc(F)ccc3[nH]c12,mmp0014_RCC_to_RCCO,bioisostere,subtle,0.407,0 1 2 3 4 6,277.34,3.26,0.843,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COCCC[C@@]1(CC[C](c2ccccc2)N(C)C)OCCc2c1[nH]c1ccc(F)cc21,CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3cc(F)ccc3[nH]c12,mmp0120_RC_to_RCCOC,bioisostere,moderate,0.411,0 1 2 3 4 6 9 13 17 18 21 22 23 24 27 28 30,423.55,5.42,0.467,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC[C@@]1(COCCN(C)C)OCCc2c1[nH]c1ccc(F)cc21,CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)OCCc1c3cc(F)ccc3[nH]c12,mmp0033_RCCNCC_to_ROCCNCC,bioisostere,subtle,0.406,0 1 2 3 4 5 6 8 11,320.41,3.06,0.831,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(O)COCCCOc1ccc(F)c2c1CCC2,Fc1ccc(OC[C@@H]2CNCCO2)c2c1CCC2,mmp0078_RC_to_RCCOCCeqOO,bioisostere,obvious,0.4,1 2 3 4 5 6 7,268.28,2.18,0.77,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCOC(=O)OC[C@@H](O[C@H]([CH]O)Oc1ccccc1Cc1ccc(OC)cc1)[C@@H](O)OC,CCOC(=O)OC[C@H]1O[C@@H](Oc2ccccc2Cc2ccc(OC)cc2)[C@H](O)[C@@H](O)[C@@H]1O,mmp0064_RC_to_ROC,bioisostere,subtle,0.433,0 1 2 3 4 5 6 7 8 9 11 12 13 15 16 19,449.48,3.05,0.352,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCOC(=O)OC[C@H]1O[C@@H](Oc2ccccc2CCN(CC)CC)[C@H](O)[C@@H](O)[C@@H]1O,CCOC(=O)OC[C@H]1O[C@@H](Oc2ccccc2Cc2ccc(OC)cc2)[C@H](O)[C@@H](O)[C@@H]1O,mmp0074_RC_to_RCCNCCCC,bioisostere,obvious,0.596,2 3 4 5 6 7,427.49,0.93,0.469,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CNc1ccc(-c2ccc3cc(OCCOCCO)ccc3n2)cn1,CNc1ccc(-c2ccc3cc(OC[C@H](O)CF)ccc3n2)cn1,mmp0026_RC_to_RCCOCCO,bioisostere,obvious,0.617,4 5 6,339.4,2.73,0.615,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)N(CCCCOP(=O)(O)O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.622,2 3 4 5,441.47,4.91,0.341,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N(c2cc(OP(=O)(O)O)cn(C)c2=O)C3=O)c(OC)n1,COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,mmp0069_RCl_to_ROPeqOOO,bioisostere,obvious,0.781,1 2 3 4 5,616.96,3.51,0.278,42,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ncc(-c2nc3c(n2C(C)OC)[C@H](c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,mmp0064_RC_to_ROC,bioisostere,subtle,0.865,1 2,571.42,4.28,0.323,39,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N(c2cc(O)cn(C)c2=O)C3=O)c(OC)n1,COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,mmp0034_RCl_to_RO,bioisostere,subtle,0.81,1,536.98,3.75,0.395,38,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC(C)=O)n1,COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,mmp0018_RO_to_ROCCeqO,bioisostere,moderate,0.84,3 4,583.43,4.61,0.302,40,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCC(CCO)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C(C)C,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C(C)C.[Br-],mmp0015_RC_to_RCCO,bioisostere,moderate,0.84,3,312.47,2.88,0.581,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)Nc1ccc(O)cc1OC[C@@](C)(O)CNC(CCO)CCNCc1ccc(Cl)cc1,CC(=O)Nc1ccc(O)cc1OC[C@@](C)(O)CNC1CCN(Cc2ccc(Cl)cc2)CC1,mmp0014_RCC_to_RCCO,bioisostere,subtle,0.491,0 1 2 3 5 7 9 13 15 17 18 21 22 26 30,480.01,2.65,0.182,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)Nc1ccc(O)cc1OC[C@@](C)(O)CNC1CCN([C@H](N)c2ccccc2)CC1,CC(=O)Nc1ccc(O)cc1OC[C@@](C)(O)CNC1CCN(Cc2ccc(Cl)cc2)CC1,mmp0093_RCc1ccccc1_to_RCHNc1ccccc1,bioisostere,subtle,0.604,2,442.56,2.19,0.378,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCSc1ccc(CN2CCC(NC[C@](C)(O)COc3cc(O)ccc3NC(C)=O)CC2)cc1,CC(=O)Nc1ccc(O)cc1OC[C@@](C)(O)CNC1CCN(Cc2ccc(Cl)cc2)CC1,mmp0089_RCl_to_RSCC,bioisostere,moderate,0.785,1 2 3,487.67,3.85,0.283,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCc1c(C)cc(C(=O)NC2(C(=O)OC(C)=O)CCCCC2)c(=O)n1Cc1ccc(F)cc1,CCc1c(C)cc(C(=O)NC2(C(=O)O)CCCCC2)c(=O)n1Cc1ccc(F)cc1,mmp0018_RO_to_ROCCeqO,bioisostere,moderate,0.75,2 3 4,456.51,3.43,0.531,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCC(CCCO)(NC(=O)c1cc(C)c(CC)n(Cc2ccc(F)cc2)c1=O)C(=O)O,CCc1c(C)cc(C(=O)NC2(C(=O)O)CCCCC2)c(=O)n1Cc1ccc(F)cc1,mmp0015_RC_to_RCCO,bioisostere,moderate,0.516,0 1 2 3 4 6 7 9 10 11 14,446.52,3.03,0.492,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCc1c(C)cc(C(=O)NC2(COC(C)=O)CCCCC2)c(=O)n1Cc1ccc(F)cc1,CCc1c(C)cc(C(=O)NC2(C(=O)O)CCCCC2)c(=O)n1Cc1ccc(F)cc1,mmp0094_RCO_to_RCOCCeqO,bioisostere,moderate,0.667,3 4 5,442.53,3.9,0.66,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCCCC(C)(C)c1ccc(C2CC(O)CCC2CC)c(O)c1,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(O)CC21,mmp0047_RCCO_to_RCC,bioisostere,subtle,0.433,0 1 2 3 4 5 6 8 11,346.56,6.29,0.543,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCc1cc(CNC2CCN(C[C@@H]3Cn4c(=O)ccc5ncc(=O)n3c54)CC2)ncc1OCCO,O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,mmp0015_RC_to_RCCO,bioisostere,moderate,0.585,0 1 2 3 8 11,480.57,0.7,0.46,35,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCc1cc(CNC2CCN(C[C@@H]3Cn4c(=O)ccc5ncc(=O)n3c54)CC2)ncc1SC,O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,mmp0085_ROC_to_RSC,bioisostere,subtle,0.631,1 2 6 9,466.61,2.05,0.534,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOC(C)=O)CC1OC,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,mmp0018_RO_to_ROCCeqO,bioisostere,moderate,0.716,2 3 4,413.9,1.7,0.38,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1cc(N)c(Cl)cc1C(=O)NCCCN(CCO)CCCOc1ccc(F)cc1,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,mmp0058_RC_to_RCO,bioisostere,subtle,0.459,0 1 2 3 4 5 6 7 8 9 11 13 16 17 20 21 25 29,453.94,2.95,0.319,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(O)c1ccc(Cl)cc1Nc1ccccc1C(=O)OP(=O)(O)O,O=C(O)c1ccccc1Nc1cc(Cl)ccc1C(=O)O,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.684,2 3 4 5,371.67,3.03,0.589,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(O)c1ccc(Cl)cc1Nc1ccccc1COP(=O)(O)O,O=C(O)c1ccccc1Nc1cc(Cl)ccc1C(=O)O,mmp0050_RCO_to_RCOPeqOOO,bioisostere,obvious,0.531,3 4 5 6,357.69,3.39,0.585,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=CCCOc1ccccc1C(=O)CCc1ccccc1,CCC(C)(C)NCC(O)COc1ccccc1C(=O)CCc1ccccc1,mmp0019_RC_to_RCCeqC,bioisostere,moderate,0.5,3,280.37,4.46,0.405,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(CCc1ccccc1)c1ccccc1OCCCO,CCC(C)(C)NCC(O)COc1ccccc1C(=O)CCc1ccccc1,mmp0015_RC_to_RCCO,bioisostere,moderate,0.513,3,284.35,3.26,0.598,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=CN1CCc2c(cccc2OP(=O)(O)O)C1,CC(C)(C)NCC(O)COc1cccc2c1CCN(C=O)C2,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.474,2 3 4 5,257.18,0.67,0.614,17,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)(CO)NCC(O)COc1cccc2c1CCN(C=O)C2,CC(C)(C)NCC(O)COc1cccc2c1CCN(C=O)C2,mmp0058_RC_to_RCO,bioisostere,subtle,0.819,2,322.41,0.3,0.6,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCSCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,mmp0089_RCl_to_RSCC,bioisostere,moderate,0.8,1 2 3,492.65,4.62,0.545,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)OCC(C)N/C=N/c1ccc(-c2c[nH]c(C)n2)cc1,Cc1nc(-c2ccc(/N=C/NC(C)C)cc2)c[nH]1,mmp0102_RC_to_RCOCCeqO,bioisostere,obvious,0.621,2 3 4 5,300.36,2.59,0.488,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)(C)NC1CCN(c2cc(NCc3ccc(O)cc3)nc3ccccc23)CC1,CC(C)(C)NC1CCN(c2cc(NCc3ccc(Cl)cc3)nc3ccccc23)CC1,mmp0034_RCl_to_RO,bioisostere,subtle,0.81,1,404.56,4.91,0.564,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cn1cc(C2=C(c3coc4ccc(F)cc34)C(=O)NC2=O)c2ccc(OCOP(=O)(O)O)cc21,Cn1cc(C2=C(c3coc4ccc(F)cc34)C(=O)NC2=O)c2cc3c(cc21)OCO3,mmp0050_RCO_to_RCOPeqOOO,bioisostere,obvious,0.544,0 1 2 3 4 5 6,486.35,3.08,0.215,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CNCCC(CCOCC(=O)O)NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,mmp0078_RC_to_RCCOCCeqOO,bioisostere,obvious,0.467,0 1 2 3 4 5 6 7 9 11 14 17,438.46,-1.42,0.209,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1cccc(N(C)C(=S)Oc2ccc(C)c(CCCCO)c2)n1,COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1,mmp0015_RC_to_RCCO,bioisostere,moderate,0.506,0 1 2 3 4 9,360.48,3.51,0.602,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1cccc(N(C)C(=S)Oc2ccc(CCCO)c(C)c2)n1,COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1,mmp0014_RCC_to_RCCO,bioisostere,subtle,0.518,0 1 2 3 9,346.45,3.12,0.811,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(C(=S)Oc1ccc2c(c1)CCCC2)c1cccc(OP(=O)(O)O)n1,COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.73,2 3 4 5,394.39,3.23,0.603,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)Oc1ccc2c(c1)CCCC2,COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1,mmp0018_RO_to_ROCCeqO,bioisostere,moderate,0.441,3 4,190.24,2.49,0.502,14,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC(CCCCOC)C(O)(C(=O)OC1CC[N+](C)(C)C1)c1ccccc1,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCCC2)C1.[Br-],mmp0120_RC_to_RCCOC,bioisostere,moderate,0.414,0 1 2 3 4 5 6 8 12,378.53,3.11,0.386,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN(CC)CCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,mmp0074_RC_to_RCCNCCCC,bioisostere,obvious,0.819,3 4 5 6 7,547.03,5.48,0.257,37,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(c1c(F)ccc(NS(=O)(=O)CCO)c1F)c1c[nH]c2ncc(-c3ccc(Cl)cc3)cc12,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,mmp0014_RCC_to_RCCO,bioisostere,subtle,0.852,3,491.9,4.13,0.337,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CON1C(=O)COc2c1cnc1ccc(Sc3nnc4c(F)cc(-c5cnn(C)c5)cn34)cc21,CN1C(=O)COc2c1cnc1ccc(Sc3nnc4c(F)cc(-c5cnn(C)c5)cn34)cc21,mmp0064_RC_to_ROC,bioisostere,subtle,0.779,1 2,477.48,3.26,0.389,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CSc1c(N(C)C=O)cnc2ccc(Sc3nnc4c(F)cc(-c5cnn(C)c5)cn34)cc12,CN1C(=O)COc2c1cnc1ccc(Sc3nnc4c(F)cc(-c5cnn(C)c5)cn34)cc21,mmp0085_ROC_to_RSC,bioisostere,subtle,0.557,1 2 6 10 11 14,479.57,4.28,0.266,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(CCO)c1cnc2ccc(Sc3nnc4c(F)cc(-c5cnn(C)c5)cn34)cc2c1O,CN1C(=O)COc2c1cnc1ccc(Sc3nnc4c(F)cc(-c5cnn(C)c5)cn34)cc21,mmp0014_RCC_to_RCCO,bioisostere,subtle,0.553,0 1 2 3 4 8,465.51,3.1,0.394,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ccncc1-c1cccnc1OP(=O)(O)O,CCc1ccc(Oc2ncccc2-c2cnccc2OC)cc1,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.507,2 3 4 5,282.19,1.62,0.821,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCc1ccc(Oc2ncccc2-c2cnccc2OCCOC)cc1,CCc1ccc(Oc2ncccc2-c2cnccc2OC)cc1,mmp0120_RC_to_RCCOC,bioisostere,moderate,0.729,2 3 4,350.42,4.52,0.559,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCc1ccc(Oc2ncccc2-c2cnccc2SC)cc1,CCc1ccc(Oc2ncccc2-c2cnccc2OC)cc1,mmp0085_ROC_to_RSC,bioisostere,subtle,0.634,1 2,322.43,5.22,0.603,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCc1ccc(Oc2ncccc2-c2cnccc2OC(C)=O)cc1,CCc1ccc(Oc2ncccc2-c2cnccc2OC)cc1,mmp0018_RO_to_ROCCeqO,bioisostere,moderate,0.714,3 4,334.38,4.42,0.646,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)[C@H]1NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C)C(=O)N2)OC(=O)C[C@@H]1OP(=O)(O)O,CC(C)[C@H]1NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C)C(=O)N2)OC(=O)C[C@@H]1O,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.71,2 3 4 5,553.6,0.64,0.143,35,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(O)cccc4Cl)c(=O)n(C)c3n2)cc1,CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,mmp0034_RCl_to_RO,bioisostere,subtle,0.828,1,494.0,4.82,0.345,35,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN(CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1)COC,CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,mmp0064_RC_to_ROC,bioisostere,subtle,0.878,1 2,528.44,5.35,0.278,36,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COCc1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3F)C(=O)C2(C)C)cn1,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2F)C(=S)N1c1ccc(CCCc2ncco2)nc1,mmp0064_RC_to_ROC,bioisostere,subtle,0.673,1 2,452.43,4.17,0.512,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=CCc1ccc2c(c1)N(C)c1ccccc1S2,CN1c2ccccc2Sc2ccc(CC(=O)O)cc21,mmp0099_RCC_to_RCCeqC,bioisostere,subtle,0.597,3,253.37,4.65,0.717,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)OCCCCCCN/C(=N/c1cc(C)nc2ccccc12)Nc1nccs1,Cc1cc(/N=C(\Nc2nccs2)NC2CCCCC2)c2ccccc2n1,mmp0102_RC_to_RCOCCeqO,bioisostere,obvious,0.519,0 1 2 3 4 5 6 7 8 9,425.56,4.81,0.221,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=C(CCOCCO)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,mmp0026_RC_to_RCCOCCO,bioisostere,obvious,0.5,2 3 4 5 6,287.31,-0.29,0.34,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CCOC(C)=O,C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,mmp0094_RCO_to_RCOCCeqO,bioisostere,moderate,0.519,3 4 5,241.29,0.8,0.55,17,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=C(C)C(=O)Nc1ccc(-c2c(-c3ccc(OP(=O)(O)O)c(F)c3)c3c(N)ncnc3n2C)cc1,C=C(C)C(=O)Nc1ccc(-c2c(-c3ccc(Oc4nccc(C)n4)c(F)c3)c3c(N)ncnc3n2C)cc1.Cl,mmp0003_RO_to_ROPeqOOO,bioisostere,obvious,0.692,2 3 4 5,497.42,4.01,0.23,35,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
